"Uniprot_Accession","Uniprot_ID","KEGG_ID","Pathway_ID","Pathway_name"
"Q8NB16","MLKL_HUMAN","hsa:197259","hsa05132","Salmonella infection - Homo sapiens (human)"
"Q96MU6","ZN778_HUMAN","hsa:197320","hsa05168","Herpes simplex virus 1 infection - Homo sapiens (human)"
"Q4G176","ACSF3_HUMAN","hsa:197322","hsa00280","Valine, leucine and isoleucine degradation - Homo sapiens (human)"
"Q4G176","ACSF3_HUMAN","hsa:197322","hsa00061","Fatty acid biosynthesis - Homo sapiens (human)"
"Q4G176","ACSF3_HUMAN","hsa:197322","hsa01100","Metabolic pathways - Homo sapiens (human)"
"Q4G176","ACSF3_HUMAN","hsa:197322","hsa01212","Fatty acid metabolism - Homo sapiens (human)"
"A4GXA9","EME2_HUMAN","hsa:197342","hsa03460","Fanconi anemia pathway - Homo sapiens (human)"
"P23588","IF4B_HUMAN","hsa:1975","hsa04150","mTOR signaling pathway - Homo sapiens (human)"
"P23588","IF4B_HUMAN","hsa:1975","hsa05205","Proteoglycans in cancer - Homo sapiens (human)"
"P23588","IF4B_HUMAN","hsa:1975","hsa04151","PI3K-Akt signaling pathway - Homo sapiens (human)"
"P06730","IF4E_HUMAN","hsa:1977","hsa04066","HIF-1 signaling pathway - Homo sapiens (human)"
"P06730","IF4E_HUMAN","hsa:1977","hsa01521","EGFR tyrosine kinase inhibitor resistance - Homo sapiens (human)"
"P06730","IF4E_HUMAN","hsa:1977","hsa04150","mTOR signaling pathway - Homo sapiens (human)"
"P06730","IF4E_HUMAN","hsa:1977","hsa04151","PI3K-Akt signaling pathway - Homo sapiens (human)"
"P06730","IF4E_HUMAN","hsa:1977","hsa04910","Insulin signaling pathway - Homo sapiens (human)"
"P06730","IF4E_HUMAN","hsa:1977","hsa04211","Longevity regulating pathway - Homo sapiens (human)"
"Q13541","4EBP1_HUMAN","hsa:1978","hsa04150","mTOR signaling pathway - Homo sapiens (human)"
"Q13541","4EBP1_HUMAN","hsa:1978","hsa05231","Choline metabolism in cancer - Homo sapiens (human)"
"Q13541","4EBP1_HUMAN","hsa:1978","hsa04218","Cellular senescence - Homo sapiens (human)"
"Q13541","4EBP1_HUMAN","hsa:1978","hsa01521","EGFR tyrosine kinase inhibitor resistance - Homo sapiens (human)"
"Q13541","4EBP1_HUMAN","hsa:1978","hsa04910","Insulin signaling pathway - Homo sapiens (human)"
"Q13541","4EBP1_HUMAN","hsa:1978","hsa04012","ErbB signaling pathway - Homo sapiens (human)"
"Q13541","4EBP1_HUMAN","hsa:1978","hsa04066","HIF-1 signaling pathway - Homo sapiens (human)"
"Q13541","4EBP1_HUMAN","hsa:1978","hsa05163","Human cytomegalovirus infection - Homo sapiens (human)"
"Q13541","4EBP1_HUMAN","hsa:1978","hsa04211","Longevity regulating pathway - Homo sapiens (human)"
"Q13541","4EBP1_HUMAN","hsa:1978","hsa04152","AMPK signaling pathway - Homo sapiens (human)"
"Q13541","4EBP1_HUMAN","hsa:1978","hsa05168","Herpes simplex virus 1 infection - Homo sapiens (human)"
"Q13541","4EBP1_HUMAN","hsa:1978","hsa05221","Acute myeloid leukemia - Homo sapiens (human)"
"Q13541","4EBP1_HUMAN","hsa:1978","hsa05207","Chemical carcinogenesis - receptor activation - Homo sapiens (human)"
"Q13541","4EBP1_HUMAN","hsa:1978","hsa04151","PI3K-Akt signaling pathway - Homo sapiens (human)"
"Q13541","4EBP1_HUMAN","hsa:1978","hsa05165","Human papillomavirus infection - Homo sapiens (human)"
"Q13542","4EBP2_HUMAN","hsa:1979","hsa04213","Longevity regulating pathway - multiple species - Homo sapiens (human)"
"Q04637","IF4G1_HUMAN","hsa:1981","hsa05416","Viral myocarditis - Homo sapiens (human)"
"P78344","IF4G2_HUMAN","hsa:1982","hsa05416","Viral myocarditis - Homo sapiens (human)"
"P08246","ELNE_HUMAN","hsa:1991","hsa05322","Systemic lupus erythematosus - Homo sapiens (human)"
"P08246","ELNE_HUMAN","hsa:1991","hsa04613","Neutrophil extracellular trap formation - Homo sapiens (human)"
"P08246","ELNE_HUMAN","hsa:1991","hsa05202","Transcriptional misregulation in cancer - Homo sapiens (human)"
"Q15717","ELAV1_HUMAN","hsa:1994","hsa04657","IL-17 signaling pathway - Homo sapiens (human)"
"Q15717","ELAV1_HUMAN","hsa:1994","hsa04152","AMPK signaling pathway - Homo sapiens (human)"
"Q7L945","ZN627_HUMAN","hsa:199692","hsa05168","Herpes simplex virus 1 infection - Homo sapiens (human)"
"Q6P3V2","Z585A_HUMAN","hsa:199704","hsa05168","Herpes simplex virus 1 infection - Homo sapiens (human)"
"Q8WX94","NALP7_HUMAN","hsa:199713","hsa04621","NOD-like receptor signaling pathway - Homo sapiens (human)"
"Q8WU68","U2AF4_HUMAN","hsa:199746","hsa03040","Spliceosome - Homo sapiens (human)"
"Q8WU68","U2AF4_HUMAN","hsa:199746","hsa05131","Shigellosis - Homo sapiens (human)"
"Q68DY1","ZN626_HUMAN","hsa:199777","hsa05168","Herpes simplex virus 1 infection - Homo sapiens (human)"
"Q96F25","ALG14_HUMAN","hsa:199857","hsa00510","N-Glycan biosynthesis - Homo sapiens (human)"
"Q96F25","ALG14_HUMAN","hsa:199857","hsa00513","Various types of N-glycan biosynthesis - Homo sapiens (human)"
"Q96F25","ALG14_HUMAN","hsa:199857","hsa01100","Metabolic pathways - Homo sapiens (human)"
"P01023","A2MG_HUMAN","hsa:2","hsa04610","Complement and coagulation cascades - Homo sapiens (human)"
"Q9BZC7","ABCA2_HUMAN","hsa:20","hsa02010","ABC transporters - Homo sapiens (human)"
"Q9BZC7","ABCA2_HUMAN","hsa:20","hsa04142","Lysosome - Homo sapiens (human)"
"Q9UKW6","ELF5_HUMAN","hsa:2001","hsa04917","Prolactin signaling pathway - Homo sapiens (human)"
"Q8N7M0","DYLT5_HUMAN","hsa:200132","hsa04814","Motor proteins - Homo sapiens (human)"
"Q53ET0","CRTC2_HUMAN","hsa:200186","hsa04151","PI3K-Akt signaling pathway - Homo sapiens (human)"
"Q53ET0","CRTC2_HUMAN","hsa:200186","hsa04152","AMPK signaling pathway - Homo sapiens (human)"
"Q53ET0","CRTC2_HUMAN","hsa:200186","hsa04922","Glucagon signaling pathway - Homo sapiens (human)"
"Q53ET0","CRTC2_HUMAN","hsa:200186","hsa05166","Human T-cell leukemia virus 1 infection - Homo sapiens (human)"
"Q53ET0","CRTC2_HUMAN","hsa:200186","hsa04931","Insulin resistance - Homo sapiens (human)"
"P19419","ELK1_HUMAN","hsa:2002","hsa05140","Leishmaniasis - Homo sapiens (human)"
"P19419","ELK1_HUMAN","hsa:2002","hsa04921","Oxytocin signaling pathway - Homo sapiens (human)"
"P19419","ELK1_HUMAN","hsa:2002","hsa04510","Focal adhesion - Homo sapiens (human)"
"P19419","ELK1_HUMAN","hsa:2002","hsa05225","Hepatocellular carcinoma - Homo sapiens (human)"
"P19419","ELK1_HUMAN","hsa:2002","hsa05200","Pathways in cancer - Homo sapiens (human)"
"P19419","ELK1_HUMAN","hsa:2002","hsa04014","Ras signaling pathway - Homo sapiens (human)"
"P19419","ELK1_HUMAN","hsa:2002","hsa04012","ErbB signaling pathway - Homo sapiens (human)"
"P19419","ELK1_HUMAN","hsa:2002","hsa04912","GnRH signaling pathway - Homo sapiens (human)"
"P19419","ELK1_HUMAN","hsa:2002","hsa04010","MAPK signaling pathway - Homo sapiens (human)"
"P19419","ELK1_HUMAN","hsa:2002","hsa05161","Hepatitis B - Homo sapiens (human)"
"P19419","ELK1_HUMAN","hsa:2002","hsa04910","Insulin signaling pathway - Homo sapiens (human)"
"P19419","ELK1_HUMAN","hsa:2002","hsa05213","Endometrial cancer - Homo sapiens (human)"
"P19419","ELK1_HUMAN","hsa:2002","hsa05166","Human T-cell leukemia virus 1 infection - Homo sapiens (human)"
"P19419","ELK1_HUMAN","hsa:2002","hsa05205","Proteoglycans in cancer - Homo sapiens (human)"
"P19419","ELK1_HUMAN","hsa:2002","hsa05163","Human cytomegalovirus infection - Homo sapiens (human)"
"Q8IUX4","ABC3F_HUMAN","hsa:200316","hsa05170","Human immunodeficiency virus 1 infection - Homo sapiens (human)"
"Q8IUX4","ABC3F_HUMAN","hsa:200316","hsa03250","Viral life cycle - HIV-1 - Homo sapiens (human)"
"P28324","ELK4_HUMAN","hsa:2005","hsa05166","Human T-cell leukemia virus 1 infection - Homo sapiens (human)"
"P28324","ELK4_HUMAN","hsa:2005","hsa04010","MAPK signaling pathway - Homo sapiens (human)"
"P28324","ELK4_HUMAN","hsa:2005","hsa05202","Transcriptional misregulation in cancer - Homo sapiens (human)"
"Q9Y2I7","FYV1_HUMAN","hsa:200576","hsa04070","Phosphatidylinositol signaling system - Homo sapiens (human)"
"Q9Y2I7","FYV1_HUMAN","hsa:200576","hsa04145","Phagosome - Homo sapiens (human)"
"Q9Y2I7","FYV1_HUMAN","hsa:200576","hsa01100","Metabolic pathways - Homo sapiens (human)"
"Q9Y2I7","FYV1_HUMAN","hsa:200576","hsa00562","Inositol phosphate metabolism - Homo sapiens (human)"
"Q9Y2I7","FYV1_HUMAN","hsa:200576","hsa04810","Regulation of actin cytoskeleton - Homo sapiens (human)"
"P15502","ELN_HUMAN","hsa:2006","hsa04974","Protein digestion and absorption - Homo sapiens (human)"
"Q86XF0","DYR2_HUMAN","hsa:200895","hsa00670","One carbon pool by folate - Homo sapiens (human)"
"Q86XF0","DYR2_HUMAN","hsa:200895","hsa00790","Folate biosynthesis - Homo sapiens (human)"
"Q86XF0","DYR2_HUMAN","hsa:200895","hsa01100","Metabolic pathways - Homo sapiens (human)"
"Q86XF0","DYR2_HUMAN","hsa:200895","hsa01240","Biosynthesis of cofactors - Homo sapiens (human)"
"Q86XF0","DYR2_HUMAN","hsa:200895","hsa01523","Antifolate resistance - Homo sapiens (human)"
"Q70Z44","5HT3D_HUMAN","hsa:200909","hsa04726","Serotonergic synapse - Homo sapiens (human)"
"Q70Z44","5HT3D_HUMAN","hsa:200909","hsa04742","Taste transduction - Homo sapiens (human)"
"Q6P5R6","RL22L_HUMAN","hsa:200916","hsa05171","Coronavirus disease - COVID-19 - Homo sapiens (human)"
"Q6P5R6","RL22L_HUMAN","hsa:200916","hsa03010","Ribosome - Homo sapiens (human)"
"Q86UW1","OSTA_HUMAN","hsa:200931","hsa04976","Bile secretion - Homo sapiens (human)"
"A8MPY1","GBRR3_HUMAN","hsa:200959","hsa04080","Neuroactive ligand-receptor interaction - Homo sapiens (human)"
"A8MPY1","GBRR3_HUMAN","hsa:200959","hsa05033","Nicotine addiction - Homo sapiens (human)"
"A8MPY1","GBRR3_HUMAN","hsa:200959","hsa04723","Retrograde endocannabinoid signaling - Homo sapiens (human)"
"A8MPY1","GBRR3_HUMAN","hsa:200959","hsa04727","GABAergic synapse - Homo sapiens (human)"
"A8MPY1","GBRR3_HUMAN","hsa:200959","hsa05032","Morphine addiction - Homo sapiens (human)"
"P50402","EMD_HUMAN","hsa:2010","hsa05410","Hypertrophic cardiomyopathy - Homo sapiens (human)"
"P50402","EMD_HUMAN","hsa:2010","hsa05414","Dilated cardiomyopathy - Homo sapiens (human)"
"P50402","EMD_HUMAN","hsa:2010","hsa05412","Arrhythmogenic right ventricular cardiomyopathy - Homo sapiens (human)"
"Q8NFG4","FLCN_HUMAN","hsa:201163","hsa05211","Renal cell carcinoma - Homo sapiens (human)"
"Q8NFG4","FLCN_HUMAN","hsa:201163","hsa04150","mTOR signaling pathway - Homo sapiens (human)"
"P54849","EMP1_HUMAN","hsa:2012","hsa04510","Focal adhesion - Homo sapiens (human)"
"A8MT69","CENPX_HUMAN","hsa:201254","hsa03460","Fanconi anemia pathway - Homo sapiens (human)"
"Q8N1S5","S39AB_HUMAN","hsa:201266","hsa05010","Alzheimer disease - Homo sapiens (human)"
"Q8N1S5","S39AB_HUMAN","hsa:201266","hsa05012","Parkinson disease - Homo sapiens (human)"
"P54851","EMP2_HUMAN","hsa:2013","hsa04510","Focal adhesion - Homo sapiens (human)"
"P54852","EMP3_HUMAN","hsa:2014","hsa04350","TGF-beta signaling pathway - Homo sapiens (human)"
"Q8IVC4","ZN584_HUMAN","hsa:201514","hsa05168","Herpes simplex virus 1 infection - Homo sapiens (human)"
"Q6Y1H2","HACD2_HUMAN","hsa:201562","hsa01100","Metabolic pathways - Homo sapiens (human)"
"Q6Y1H2","HACD2_HUMAN","hsa:201562","hsa01212","Fatty acid metabolism - Homo sapiens (human)"
"Q6Y1H2","HACD2_HUMAN","hsa:201562","hsa00062","Fatty acid elongation - Homo sapiens (human)"
"Q6Y1H2","HACD2_HUMAN","hsa:201562","hsa01040","Biosynthesis of unsaturated fatty acids - Homo sapiens (human)"
"Q8TCJ2","STT3B_HUMAN","hsa:201595","hsa00513","Various types of N-glycan biosynthesis - Homo sapiens (human)"
"Q8TCJ2","STT3B_HUMAN","hsa:201595","hsa00510","N-Glycan biosynthesis - Homo sapiens (human)"
"Q8TCJ2","STT3B_HUMAN","hsa:201595","hsa01100","Metabolic pathways - Homo sapiens (human)"
"Q8TCJ2","STT3B_HUMAN","hsa:201595","hsa04141","Protein processing in endoplasmic reticulum - Homo sapiens (human)"
"Q6ZR08","DYH12_HUMAN","hsa:201625","hsa04814","Motor proteins - Homo sapiens (human)"
"Q6ZR08","DYH12_HUMAN","hsa:201625","hsa05022","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"Q6ZR08","DYH12_HUMAN","hsa:201625","hsa05014","Amyotrophic lateral sclerosis - Homo sapiens (human)"
"Q6ZR08","DYH12_HUMAN","hsa:201625","hsa05016","Huntington disease - Homo sapiens (human)"
"Q495A1","TIGIT_HUMAN","hsa:201633","hsa04514","Cell adhesion molecules - Homo sapiens (human)"
"Q14247","SRC8_HUMAN","hsa:2017","hsa04530","Tight junction - Homo sapiens (human)"
"Q14247","SRC8_HUMAN","hsa:2017","hsa05130","Pathogenic Escherichia coli infection - Homo sapiens (human)"
"Q14247","SRC8_HUMAN","hsa:2017","hsa05131","Shigellosis - Homo sapiens (human)"
"Q14247","SRC8_HUMAN","hsa:2017","hsa05205","Proteoglycans in cancer - Homo sapiens (human)"
"Q14247","SRC8_HUMAN","hsa:2017","hsa05100","Bacterial invasion of epithelial cells - Homo sapiens (human)"
"Q14249","NUCG_HUMAN","hsa:2021","hsa04210","Apoptosis - Homo sapiens (human)"
"P06733","ENOA_HUMAN","hsa:2023","hsa01100","Metabolic pathways - Homo sapiens (human)"
"P06733","ENOA_HUMAN","hsa:2023","hsa00010","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"P06733","ENOA_HUMAN","hsa:2023","hsa01230","Biosynthesis of amino acids - Homo sapiens (human)"
"P06733","ENOA_HUMAN","hsa:2023","hsa03018","RNA degradation - Homo sapiens (human)"
"P06733","ENOA_HUMAN","hsa:2023","hsa04066","HIF-1 signaling pathway - Homo sapiens (human)"
"P06733","ENOA_HUMAN","hsa:2023","hsa01200","Carbon metabolism - Homo sapiens (human)"
"P09104","ENOG_HUMAN","hsa:2026","hsa01200","Carbon metabolism - Homo sapiens (human)"
"P09104","ENOG_HUMAN","hsa:2026","hsa04066","HIF-1 signaling pathway - Homo sapiens (human)"
"P09104","ENOG_HUMAN","hsa:2026","hsa01100","Metabolic pathways - Homo sapiens (human)"
"P09104","ENOG_HUMAN","hsa:2026","hsa00010","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"P09104","ENOG_HUMAN","hsa:2026","hsa03018","RNA degradation - Homo sapiens (human)"
"P09104","ENOG_HUMAN","hsa:2026","hsa01230","Biosynthesis of amino acids - Homo sapiens (human)"
"P13929","ENOB_HUMAN","hsa:2027","hsa01230","Biosynthesis of amino acids - Homo sapiens (human)"
"P13929","ENOB_HUMAN","hsa:2027","hsa01200","Carbon metabolism - Homo sapiens (human)"
"P13929","ENOB_HUMAN","hsa:2027","hsa01100","Metabolic pathways - Homo sapiens (human)"
"P13929","ENOB_HUMAN","hsa:2027","hsa00010","Glycolysis / Gluconeogenesis - Homo sapiens (human)"
"P13929","ENOB_HUMAN","hsa:2027","hsa03018","RNA degradation - Homo sapiens (human)"
"P13929","ENOB_HUMAN","hsa:2027","hsa04066","HIF-1 signaling pathway - Homo sapiens (human)"
"Q07075","AMPE_HUMAN","hsa:2028","hsa04614","Renin-angiotensin system - Homo sapiens (human)"
"P00568","KAD1_HUMAN","hsa:203","hsa00230","Purine metabolism - Homo sapiens (human)"
"P00568","KAD1_HUMAN","hsa:203","hsa01100","Metabolic pathways - Homo sapiens (human)"
"P00568","KAD1_HUMAN","hsa:203","hsa01240","Biosynthesis of cofactors - Homo sapiens (human)"
"P00568","KAD1_HUMAN","hsa:203","hsa01232","Nucleotide metabolism - Homo sapiens (human)"
"P00568","KAD1_HUMAN","hsa:203","hsa00730","Thiamine metabolism - Homo sapiens (human)"
"Q99808","S29A1_HUMAN","hsa:2030","hsa05034","Alcoholism - Homo sapiens (human)"
"P07437","TBB5_HUMAN","hsa:203068","hsa05132","Salmonella infection - Homo sapiens (human)"
"P07437","TBB5_HUMAN","hsa:203068","hsa04814","Motor proteins - Homo sapiens (human)"
"P07437","TBB5_HUMAN","hsa:203068","hsa05130","Pathogenic Escherichia coli infection - Homo sapiens (human)"
"P07437","TBB5_HUMAN","hsa:203068","hsa05012","Parkinson disease - Homo sapiens (human)"
"P07437","TBB5_HUMAN","hsa:203068","hsa04145","Phagosome - Homo sapiens (human)"
"P07437","TBB5_HUMAN","hsa:203068","hsa05010","Alzheimer disease - Homo sapiens (human)"
"P07437","TBB5_HUMAN","hsa:203068","hsa05020","Prion disease - Homo sapiens (human)"
"P07437","TBB5_HUMAN","hsa:203068","hsa05016","Huntington disease - Homo sapiens (human)"
"P07437","TBB5_HUMAN","hsa:203068","hsa05014","Amyotrophic lateral sclerosis - Homo sapiens (human)"
"P07437","TBB5_HUMAN","hsa:203068","hsa05022","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"P07437","TBB5_HUMAN","hsa:203068","hsa04540","Gap junction - Homo sapiens (human)"
"Q96LT7","CI072_HUMAN","hsa:203228","hsa05014","Amyotrophic lateral sclerosis - Homo sapiens (human)"
"Q96LT7","CI072_HUMAN","hsa:203228","hsa04140","Autophagy - animal - Homo sapiens (human)"
"Q96LT7","CI072_HUMAN","hsa:203228","hsa05022","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"Q09472","EP300_HUMAN","hsa:2033","hsa04720","Long-term potentiation - Homo sapiens (human)"
"Q09472","EP300_HUMAN","hsa:2033","hsa04066","HIF-1 signaling pathway - Homo sapiens (human)"
"Q09472","EP300_HUMAN","hsa:2033","hsa05206","MicroRNAs in cancer - Homo sapiens (human)"
"Q09472","EP300_HUMAN","hsa:2033","hsa05215","Prostate cancer - Homo sapiens (human)"
"Q09472","EP300_HUMAN","hsa:2033","hsa04330","Notch signaling pathway - Homo sapiens (human)"
"Q09472","EP300_HUMAN","hsa:2033","hsa04068","FoxO signaling pathway - Homo sapiens (human)"
"Q09472","EP300_HUMAN","hsa:2033","hsa05152","Tuberculosis - Homo sapiens (human)"
"Q09472","EP300_HUMAN","hsa:2033","hsa04110","Cell cycle - Homo sapiens (human)"
"Q09472","EP300_HUMAN","hsa:2033","hsa04350","TGF-beta signaling pathway - Homo sapiens (human)"
"Q09472","EP300_HUMAN","hsa:2033","hsa04919","Thyroid hormone signaling pathway - Homo sapiens (human)"
"Q09472","EP300_HUMAN","hsa:2033","hsa05016","Huntington disease - Homo sapiens (human)"
"Q09472","EP300_HUMAN","hsa:2033","hsa05161","Hepatitis B - Homo sapiens (human)"
"Q09472","EP300_HUMAN","hsa:2033","hsa05165","Human papillomavirus infection - Homo sapiens (human)"
"Q09472","EP300_HUMAN","hsa:2033","hsa03250","Viral life cycle - HIV-1 - Homo sapiens (human)"
"Q09472","EP300_HUMAN","hsa:2033","hsa04916","Melanogenesis - Homo sapiens (human)"
"Q09472","EP300_HUMAN","hsa:2033","hsa05166","Human T-cell leukemia virus 1 infection - Homo sapiens (human)"
"Q09472","EP300_HUMAN","hsa:2033","hsa05167","Kaposi sarcoma-associated herpesvirus infection - Homo sapiens (human)"
"Q09472","EP300_HUMAN","hsa:2033","hsa04630","JAK-STAT signaling pathway - Homo sapiens (human)"
"Q09472","EP300_HUMAN","hsa:2033","hsa05203","Viral carcinogenesis - Homo sapiens (human)"
"Q09472","EP300_HUMAN","hsa:2033","hsa04024","cAMP signaling pathway - Homo sapiens (human)"
"Q09472","EP300_HUMAN","hsa:2033","hsa04935","Growth hormone synthesis, secretion and action - Homo sapiens (human)"
"Q09472","EP300_HUMAN","hsa:2033","hsa04922","Glucagon signaling pathway - Homo sapiens (human)"
"Q09472","EP300_HUMAN","hsa:2033","hsa05164","Influenza A - Homo sapiens (human)"
"Q09472","EP300_HUMAN","hsa:2033","hsa05200","Pathways in cancer - Homo sapiens (human)"
"Q09472","EP300_HUMAN","hsa:2033","hsa03083","Polycomb repressive complex - Homo sapiens (human)"
"Q09472","EP300_HUMAN","hsa:2033","hsa04310","Wnt signaling pathway - Homo sapiens (human)"
"Q09472","EP300_HUMAN","hsa:2033","hsa05211","Renal cell carcinoma - Homo sapiens (human)"
"Q09472","EP300_HUMAN","hsa:2033","hsa04520","Adherens junction - Homo sapiens (human)"
"Q99814","EPAS1_HUMAN","hsa:2034","hsa05211","Renal cell carcinoma - Homo sapiens (human)"
"Q99814","EPAS1_HUMAN","hsa:2034","hsa05200","Pathways in cancer - Homo sapiens (human)"
"P54819","KAD2_HUMAN","hsa:204","hsa01240","Biosynthesis of cofactors - Homo sapiens (human)"
"P54819","KAD2_HUMAN","hsa:204","hsa01232","Nucleotide metabolism - Homo sapiens (human)"
"P54819","KAD2_HUMAN","hsa:204","hsa00230","Purine metabolism - Homo sapiens (human)"
"P54819","KAD2_HUMAN","hsa:204","hsa01100","Metabolic pathways - Homo sapiens (human)"
"P54819","KAD2_HUMAN","hsa:204","hsa00730","Thiamine metabolism - Homo sapiens (human)"
"P21709","EPHA1_HUMAN","hsa:2041","hsa04360","Axon guidance - Homo sapiens (human)"
"P29320","EPHA3_HUMAN","hsa:2042","hsa04360","Axon guidance - Homo sapiens (human)"
"Q8IU89","CERS3_HUMAN","hsa:204219","hsa00600","Sphingolipid metabolism - Homo sapiens (human)"
"Q8IU89","CERS3_HUMAN","hsa:204219","hsa04071","Sphingolipid signaling pathway - Homo sapiens (human)"
"Q8IU89","CERS3_HUMAN","hsa:204219","hsa01100","Metabolic pathways - Homo sapiens (human)"
"P54764","EPHA4_HUMAN","hsa:2043","hsa04360","Axon guidance - Homo sapiens (human)"
"B7ZKJ3","B7ZKJ3_HUMAN","hsa:2044","hsa04360","Axon guidance - Homo sapiens (human)"
"P54756","EPHA5_HUMAN","hsa:2044","hsa04360","Axon guidance - Homo sapiens (human)"
"Q15375","EPHA7_HUMAN","hsa:2045","hsa04360","Axon guidance - Homo sapiens (human)"
"P29322","EPHA8_HUMAN","hsa:2046","hsa04360","Axon guidance - Homo sapiens (human)"
"P54762","EPHB1_HUMAN","hsa:2047","hsa04360","Axon guidance - Homo sapiens (human)"
"P29323","EPHB2_HUMAN","hsa:2048","hsa04360","Axon guidance - Homo sapiens (human)"
"Q6NVW1","Q6NVW1_HUMAN","hsa:2048","hsa04360","Axon guidance - Homo sapiens (human)"
"Q86Z02","HIPK1_HUMAN","hsa:204851","hsa04218","Cellular senescence - Homo sapiens (human)"
"P54753","EPHB3_HUMAN","hsa:2049","hsa04360","Axon guidance - Homo sapiens (human)"
"Q8NCS7","CTL5_HUMAN","hsa:204962","hsa05231","Choline metabolism in cancer - Homo sapiens (human)"
"P27144","KAD4_HUMAN","hsa:205","hsa01240","Biosynthesis of cofactors - Homo sapiens (human)"
"P27144","KAD4_HUMAN","hsa:205","hsa01100","Metabolic pathways - Homo sapiens (human)"
"P27144","KAD4_HUMAN","hsa:205","hsa01232","Nucleotide metabolism - Homo sapiens (human)"
"P27144","KAD4_HUMAN","hsa:205","hsa00730","Thiamine metabolism - Homo sapiens (human)"
"P27144","KAD4_HUMAN","hsa:205","hsa00230","Purine metabolism - Homo sapiens (human)"
"P54760","EPHB4_HUMAN","hsa:2050","hsa04360","Axon guidance - Homo sapiens (human)"
"Q96L35","Q96L35_HUMAN","hsa:2050","hsa04360","Axon guidance - Homo sapiens (human)"
"O15197","EPHB6_HUMAN","hsa:2051","hsa04360","Axon guidance - Homo sapiens (human)"
"F8WCM8","F8WCM8_HUMAN","hsa:2051","hsa04360","Axon guidance - Homo sapiens (human)"
"P07099","HYEP_HUMAN","hsa:2052","hsa05207","Chemical carcinogenesis - receptor activation - Homo sapiens (human)"
"P07099","HYEP_HUMAN","hsa:2052","hsa05204","Chemical carcinogenesis - DNA adducts - Homo sapiens (human)"
"P07099","HYEP_HUMAN","hsa:2052","hsa00980","Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)"
"P07099","HYEP_HUMAN","hsa:2052","hsa04976","Bile secretion - Homo sapiens (human)"
"P07099","HYEP_HUMAN","hsa:2052","hsa05208","Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)"
"P34913","HYES_HUMAN","hsa:2053","hsa00590","Arachidonic acid metabolism - Homo sapiens (human)"
"P34913","HYES_HUMAN","hsa:2053","hsa05207","Chemical carcinogenesis - receptor activation - Homo sapiens (human)"
"P34913","HYES_HUMAN","hsa:2053","hsa01100","Metabolic pathways - Homo sapiens (human)"
"P34913","HYES_HUMAN","hsa:2053","hsa05208","Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)"
"P34913","HYES_HUMAN","hsa:2053","hsa04146","Peroxisome - Homo sapiens (human)"
"P32856","STX2_HUMAN","hsa:2054","hsa04130","SNARE interactions in vesicular transport - Homo sapiens (human)"
"P32856","STX2_HUMAN","hsa:2054","hsa04721","Synaptic vesicle cycle - Homo sapiens (human)"
"P01588","EPO_HUMAN","hsa:2056","hsa04066","HIF-1 signaling pathway - Homo sapiens (human)"
"P01588","EPO_HUMAN","hsa:2056","hsa04640","Hematopoietic cell lineage - Homo sapiens (human)"
"P01588","EPO_HUMAN","hsa:2056","hsa04151","PI3K-Akt signaling pathway - Homo sapiens (human)"
"P01588","EPO_HUMAN","hsa:2056","hsa04630","JAK-STAT signaling pathway - Homo sapiens (human)"
"P01588","EPO_HUMAN","hsa:2056","hsa04060","Cytokine-cytokine receptor interaction - Homo sapiens (human)"
"P01588","EPO_HUMAN","hsa:2056","hsa05200","Pathways in cancer - Homo sapiens (human)"
"P19235","EPOR_HUMAN","hsa:2057","hsa04151","PI3K-Akt signaling pathway - Homo sapiens (human)"
"P19235","EPOR_HUMAN","hsa:2057","hsa04060","Cytokine-cytokine receptor interaction - Homo sapiens (human)"
"P19235","EPOR_HUMAN","hsa:2057","hsa04630","JAK-STAT signaling pathway - Homo sapiens (human)"
"P19235","EPOR_HUMAN","hsa:2057","hsa05200","Pathways in cancer - Homo sapiens (human)"
"P19235","EPOR_HUMAN","hsa:2057","hsa04640","Hematopoietic cell lineage - Homo sapiens (human)"
"P07814","SYEP_HUMAN","hsa:2058","hsa00860","Porphyrin metabolism - Homo sapiens (human)"
"P07814","SYEP_HUMAN","hsa:2058","hsa01240","Biosynthesis of cofactors - Homo sapiens (human)"
"P07814","SYEP_HUMAN","hsa:2058","hsa00970","Aminoacyl-tRNA biosynthesis - Homo sapiens (human)"
"P07814","SYEP_HUMAN","hsa:2058","hsa01100","Metabolic pathways - Homo sapiens (human)"
"P42566","EPS15_HUMAN","hsa:2060","hsa04144","Endocytosis - Homo sapiens (human)"
"Q7Z2H8","S36A1_HUMAN","hsa:206358","hsa04974","Protein digestion and absorption - Homo sapiens (human)"
"P04626","ERBB2_HUMAN","hsa:2064","hsa05215","Prostate cancer - Homo sapiens (human)"
